Product,Shopname,Dealprice,Dealnumber,Timestamp
Vivo-Nex3,Vivo官方旗艦店,4498,1703,2019-12-27
華為-Mate30,華為官方旗艦店,4299,76000,2019-12-27
華為-Mate30Pro,華為官方旗艦店,5799,75000,2019-12-27
三星-Note10,三星官方旗艦店,6599,1247,2019-12-27
三星-Note10-5G,三星官方旗艦店,7999,14000,2019-12-27
Vivo-Nex3-5G,蘇寧易購官方旗艦店,4998,1400,2019-12-27
Vivo-Nex3,蘇寧易購官方旗艦店,4498,391,2019-12-27
華為-Mate30,蘇寧易購官方旗艦店,4299,10000,2019-12-27
三星-Note10,蘇寧易購官方旗艦店,6599,239,2019-12-27
三星-Note10-5G,蘇寧易購官方旗艦店,7999,1085,2019-12-27
華為-Mate30,三際數碼官方旗艦店,4498,1690,2019-12-27
華為-Mate30Pro,三際數碼官方旗艦店,6899,1583,2019-12-27
三星-Note10,三際數碼官方旗艦店,6599,20,2019-12-27
三星-Note10-5G,三際數碼官方旗艦店,7999,351,2019-12-27
Vivo-Nex3-5G,Vivo官方旗艦店,5698,10000,2019-12-26
Vivo-Nex3,Vivo官方旗艦店,4498,1690,2019-12-26
華為-Mate30,華為官方旗艦店,4299,75000,2019-12-26
華為-Mate30Pro,華為官方旗艦店,5799,75000,2019-12-26
三星-Note10,三星官方旗艦店,6599,1242,2019-12-26
三星-Note10-5G,三星官方旗艦店,7999,14000,2019-12-26
Vivo-Nex3-5G,蘇寧易購官方旗艦店,4998,1394,2019-12-26
Vivo-Nex3,蘇寧易購官方旗艦店,4498,390,2019-12-26
華為-Mate30,蘇寧易購官方旗艦店,4299,10000,2019-12-26
三星-Note10,蘇寧易購官方旗艦店,6599,235,2019-12-26
三星-Note10-5G,蘇寧易購官方旗艦店,7999,1078,2019-12-26
華為-Mate30,三際數碼官方旗艦店,4498,1684,2019-12-26
華為-Mate30Pro,三際數碼官方旗艦店,6899,1579,2019-12-26
三星-Note10,三際數碼官方旗艦店,6599,20,2019-12-26
三星-Note10-5G,三際數碼官方旗艦店,7999,332,2019-12-26
Vivo-Nex3-5G,Vivo官方旗艦店,5698,10000,2019-12-25
Vivo-Nex3,Vivo官方旗艦店,4498,1687,2019-12-25
華為-Mate30,華為官方旗艦店,4299,75000,2019-12-25
華為-Mate30Pro,華為官方旗艦店,5799,75000,2019-12-25
三星-Note10,三星官方旗艦店,6599,1238,2019-12-25
三星-Note10-5G,三星官方旗艦店,7999,14000,2019-12-25
Vivo-Nex3-5G,蘇寧易購官方旗艦店,4998,1390,2019-12-25
Vivo-Nex3,蘇寧易購官方旗艦店,4498,390,2019-12-25
華為-Mate30,蘇寧易購官方旗艦店,4299,10000,2019-12-25
三星-Note10,蘇寧易購官方旗艦店,6599,233,2019-12-25
三星-Note10-5G,蘇寧易購官方旗艦店,7999,1076,2019-12-25
華為-Mate30,三際數碼官方旗艦店,4498,1681,2019-12-25
華為-Mate30Pro,三際數碼官方旗艦店,5799,1575,2019-12-25
三星-Note10,三際數碼官方旗艦店,6599,20,2019-12-25
三星-Note10-5G,三際數碼官方旗艦店,7999,325,2019-12-25
Vivo-Nex3-5G,Vivo官方旗艦店,5698,10000,2019-12-24
Vivo-Nex3,Vivo官方旗艦店,4498,1682,2019-12-24
華為-Mate30,華為官方旗艦店,4299,74000,2019-12-24
華為-Mate30Pro,華為官方旗艦店,5799,75000,2019-12-24
三星-Note10,三星官方旗艦店,6599,1235,2019-12-24
三星-Note10-5G,三星官方旗艦店,7999,14000,2019-12-24
Vivo-Nex3-5G,蘇寧易購官方旗艦店,4998,1386,2019-12-24
Vivo-Nex3,蘇寧易購官方旗艦店,4498,388,2019-12-24
華為-Mate30,蘇寧易購官方旗艦店,4299,10000,2019-12-24
三星-Note10,蘇寧易購官方旗艦店,6599,233,2019-12-24
三星-Note10-5G,蘇寧易購官方旗艦店,7999,1077,2019-12-24
華為-Mate30,三際數碼官方旗艦店,4498,1682,2019-12-24
華為-Mate30Pro,三際數碼官方旗艦店,5799,1574,2019-12-24
三星-Note10,三際數碼官方旗艦店,6599,20,2019-12-24
三星-Note10-5G,三際數碼官方旗艦店,7999,317,2019-12-24
Vivo-Nex3-5G,Vivo官方旗艦店,5698,9968,2019-12-23
Vivo-Nex3,Vivo官方旗艦店,4498,1678,2019-12-23
華為-Mate30,華為官方旗艦店,4299,74000,2019-12-23
華為-Mate30Pro,華為官方旗艦店,5799,75000,2019-12-23
三星-Note10,三星官方旗艦店,6599,1234,2019-12-23
三星-Note10-5G,三星官方旗艦店,7999,14000,2019-12-23
Vivo-Nex3-5G,蘇寧易購官方旗艦店,4998,1379,2019-12-23
Vivo-Nex3,蘇寧易購官方旗艦店,4498,388,2019-12-23
華為-Mate30,蘇寧易購官方旗艦店,4299,10000,2019-12-23
三星-Note10,蘇寧易購官方旗艦店,6599,232,2019-12-23
三星-Note10-5G,蘇寧易購官方旗艦店,7999,1076,2019-12-23
華為-Mate30,三際數碼官方旗艦店,4498,1675,2019-12-23
華為-Mate30Pro,三際數碼官方旗艦店,5799,1569,2019-12-23
三星-Note10,三際數碼官方旗艦店,6599,20,2019-12-23
三星-Note10-5G,三際數碼官方旗艦店,7999,316,2019-12-23
Vivo-Nex3-5G,Vivo官方旗艦店,5698,9920,2019-12-22
Vivo-Nex3,Vivo官方旗艦店,4498,1671,2019-12-22
華為-Mate30,華為官方旗艦店,4299,74000,2019-12-22
華為-Mate30Pro,華為官方旗艦店,5799,75000,2019-12-22
三星-Note10,三星官方旗艦店,6599,1227,2019-12-22
三星-Note10-5G,三星官方旗艦店,7999,14000,2019-12-22
Vivo-Nex3-5G,蘇寧易購官方旗艦店,4998,1375,2019-12-22
Vivo-Nex3,蘇寧易購官方旗艦店,4498,388,2019-12-22
華為-Mate30,蘇寧易購官方旗艦店,4299,10000,2019-12-22
三星-Note10,蘇寧易購官方旗艦店,6599,230,2019-12-22
三星-Note10-5G,蘇寧易購官方旗艦店,7999,1076,2019-12-22
華為-Mate30,三際數碼官方旗艦店,4498,1666,2019-12-22
華為-Mate30Pro,三際數碼官方旗艦店,5799,1565,2019-12-22
三星-Note10,三際數碼官方旗艦店,6599,20,2019-12-22
三星-Note10-5G,三際數碼官方旗艦店,7999,317,2019-12-22
Vivo-Nex3-5G,Vivo官方旗艦店,5698,9826,2019-12-21
Vivo-Nex3,Vivo官方旗艦店,4498,1665,2019-12-21
華為-Mate30,華為官方旗艦店,4299,73000,2019-12-21
華為-Mate30Pro,華為官方旗艦店,5799,75000,2019-12-21
三星-Note10,三星官方旗艦店,6599,1213,2019-12-21
三星-Note10-5G,三星官方旗艦店,7999,14000,2019-12-21
Vivo-Nex3-5G,蘇寧易購官方旗艦店,4998,1357,2019-12-21
Vivo-Nex3,蘇寧易購官方旗艦店,4498,384,2019-12-21
華為-Mate30,蘇寧易購官方旗艦店,4299,10000,2019-12-21
三星-Note10,蘇寧易購官方旗艦店,6599,223,2019-12-21
三星-Note10-5G,蘇寧易購官方旗艦店,7999,1055,2019-12-21
華為-Mate30,三際數碼官方旗艦店,4498,1661,2019-12-21
華為-Mate30Pro,三際數碼官方旗艦店,7899,1556,2019-12-21
三星-Note10,三際數碼官方旗艦店,6599,20,2019-12-21
三星-Note10-5G,三際數碼官方旗艦店,7999,305,2019-12-21
Vivo-Nex3-5G,Vivo官方旗艦店,5698,9745,2019-12-20
Vivo-Nex3,Vivo官方旗艦店,4498,1655,2019-12-20
華為-Mate30,華為官方旗艦店,4299,73000,2019-12-20
華為-Mate30Pro,華為官方旗艦店,5799,74000,2019-12-20
三星-Note10,三星官方旗艦店,6599,1206,2019-12-20
三星-Note10-5G,三星官方旗艦店,7999,14000,2019-12-20
Vivo-Nex3-5G,蘇寧易購官方旗艦店,4998,1344,2019-12-20
Vivo-Nex3,蘇寧易購官方旗艦店,4498,381,2019-12-20
華為-Mate30,蘇寧易購官方旗艦店,4299,10000,2019-12-20
三星-Note10,蘇寧易購官方旗艦店,6599,221,2019-12-20
三星-Note10-5G,蘇寧易購官方旗艦店,7999,1041,2019-12-20
華為-Mate30,三際數碼官方旗艦店,4498,1643,2019-12-20
華為-Mate30Pro,三際數碼官方旗艦店,7899,1554,2019-12-20
三星-Note10,三際數碼官方旗艦店,6599,20,2019-12-20
三星-Note10-5G,三際數碼官方旗艦店,7999,293,2019-12-20
Vivo-Nex3-5G,Vivo官方旗艦店,5698,9643,2019-12-19
Vivo-Nex3,Vivo官方旗艦店,4498,1646,2019-12-19
華為-Mate30,華為官方旗艦店,4299,72000,2019-12-19
華為-Mate30Pro,華為官方旗艦店,5799,74000,2019-12-19
三星-Note10,三星官方旗艦店,6599,1191,2019-12-19
三星-Note10-5G,三星官方旗艦店,7999,14000,2019-12-19
Vivo-Nex3-5G,蘇寧易購官方旗艦店,4998,1336,2019-12-19
Vivo-Nex3,蘇寧易購官方旗艦店,4498,381,2019-12-19
華為-Mate30,蘇寧易購官方旗艦店,4299,10000,2019-12-19
三星-Note10,蘇寧易購官方旗艦店,6599,217,2019-12-19
三星-Note10-5G,蘇寧易購官方旗艦店,7999,1026,2019-12-19
華為-Mate30,三際數碼官方旗艦店,4299,1635,2019-12-19
華為-Mate30Pro,三際數碼官方旗艦店,7899,1550,2019-12-19
三星-Note10,三際數碼官方旗艦店,6599,20,2019-12-19
三星-Note10-5G,三際數碼官方旗艦店,7999,282,2019-12-19
Vivo-Nex3-5G,Vivo官方旗艦店,5698,9617,2019-12-18
Vivo-Nex3,Vivo官方旗艦店,4498,1639,2019-12-18
華為-Mate30,華為官方旗艦店,4299,72000,2019-12-18
華為-Mate30Pro,華為官方旗艦店,5799,74000,2019-12-18
三星-Note10,三星官方旗艦店,6599,1187,2019-12-18
三星-Note10-5G,三星官方旗艦店,7999,14000,2019-12-18
Vivo-Nex3-5G,蘇寧易購官方旗艦店,4998,1329,2019-12-18
Vivo-Nex3,蘇寧易購官方旗艦店,4498,381,2019-12-18
華為-Mate30,蘇寧易購官方旗艦店,4299,10000,2019-12-18
三星-Note10,蘇寧易購官方旗艦店,6599,217,2019-12-18
三星-Note10-5G,蘇寧易購官方旗艦店,7999,1021,2019-12-18
華為-Mate30,三際數碼官方旗艦店,4299,1628,2019-12-18
華為-Mate30Pro,三際數碼官方旗艦店,7899,1541,2019-12-18
三星-Note10,三際數碼官方旗艦店,6599,20,2019-12-18
三星-Note10-5G,三際數碼官方旗艦店,7999,278,2019-12-18
Vivo-Nex3-5G,Vivo官方旗艦店,5698,9611,2019-12-17
Vivo-Nex3,Vivo官方旗艦店,4498,1632,2019-12-17
華為-Mate30,華為官方旗艦店,4299,72000,2019-12-17
華為-Mate30Pro,華為官方旗艦店,5799,74000,2019-12-17
三星-Note10,三星官方旗艦店,6599,1183,2019-12-17
三星-Note10-5G,三星官方旗艦店,7999,14000,2019-12-17
Vivo-Nex3-5G,蘇寧易購官方旗艦店,4998,1325,2019-12-17
Vivo-Nex3,蘇寧易購官方旗艦店,4498,380,2019-12-17
華為-Mate30,蘇寧易購官方旗艦店,4299,10000,2019-12-17
三星-Note10,蘇寧易購官方旗艦店,6599,213,2019-12-17
三星-Note10-5G,蘇寧易購官方旗艦店,7999,1016,2019-12-17
華為-Mate30,三際數碼官方旗艦店,4299,1618,2019-12-17
華為-Mate30Pro,三際數碼官方旗艦店,7899,1542,2019-12-17
三星-Note10,三際數碼官方旗艦店,6599,20,2019-12-17
三星-Note10-5G,三際數碼官方旗艦店,7999,275,2019-12-17
Vivo-Nex3-5G,Vivo官方旗艦店,5698,9587,2019-12-16
Vivo-Nex3,Vivo官方旗艦店,4498,1622,2019-12-16
華為-Mate30,華為官方旗艦店,4299,72000,2019-12-16
華為-Mate30Pro,華為官方旗艦店,5799,74000,2019-12-16
三星-Note10,三星官方旗艦店,6599,1179,2019-12-16
三星-Note10-5G,三星官方旗艦店,7999,14000,2019-12-16
Vivo-Nex3-5G,蘇寧易購官方旗艦店,4998,1321,2019-12-16
Vivo-Nex3,蘇寧易購官方旗艦店,4498,380,2019-12-16
華為-Mate30,蘇寧易購官方旗艦店,4299,10000,2019-12-16
三星-Note10,蘇寧易購官方旗艦店,6599,212,2019-12-16
三星-Note10-5G,蘇寧易購官方旗艦店,7999,1015,2019-12-16
華為-Mate30,三際數碼官方旗艦店,4299,1608,2019-12-16
華為-Mate30Pro,三際數碼官方旗艦店,7899,1540,2019-12-16
三星-Note10,三際數碼官方旗艦店,6599,20,2019-12-16
三星-Note10-5G,三際數碼官方旗艦店,7999,272,2019-12-16
Vivo-Nex3-5G,Vivo官方旗艦店,5698,9561,2019-12-15
Vivo-Nex3,Vivo官方旗艦店,4498,1617,2019-12-15
華為-Mate30,華為官方旗艦店,4299,71000,2019-12-15
華為-Mate30Pro,華為官方旗艦店,5799,74000,2019-12-15
三星-Note10,三星官方旗艦店,6599,1178,2019-12-15
三星-Note10-5G,三星官方旗艦店,7999,14000,2019-12-15
Vivo-Nex3-5G,蘇寧易購官方旗艦店,4998,1320,2019-12-15
Vivo-Nex3,蘇寧易購官方旗艦店,4498,379,2019-12-15
華為-Mate30,蘇寧易購官方旗艦店,4299,10000,2019-12-15
三星-Note10,蘇寧易購官方旗艦店,6599,210,2019-12-15
三星-Note10-5G,蘇寧易購官方旗艦店,7999,1015,2019-12-15
華為-Mate30,三際數碼官方旗艦店,4299,1603,2019-12-15
華為-Mate30Pro,三際數碼官方旗艦店,7899,1542,2019-12-15
三星-Note10,三際數碼官方旗艦店,6599,20,2019-12-15
三星-Note10-5G,三際數碼官方旗艦店,7999,266,2019-12-15
Vivo-Nex3-5G,Vivo官方旗艦店,5698,9499,2019-12-13
Vivo-Nex3,Vivo官方旗艦店,4498,1599,2019-12-13
華為-Mate30,華為官方旗艦店,0,0,2019-12-13
華為-Mate30Pro,華為官方旗艦店,0,0,2019-12-13
三星-Note10,三星官方旗艦店,6599,1099,2019-12-13
三星-Note10-5G,三星官方旗艦店,7999,14000,2019-12-13
Vivo-Nex3-5G,蘇寧易購官方旗艦店,4998,1299,2019-12-13
Vivo-Nex3,蘇寧易購官方旗艦店,4998,350,2019-12-13
華為-Mate30,蘇寧易購官方旗艦店,4299,9999,2019-12-13
三星-Note10,蘇寧易購官方旗艦店,6599,199,2019-12-13
三星-Note10-5G,蘇寧易購官方旗艦店,7999,999,2019-12-13
華為-Mate30,三際數碼官方旗艦店,4299,1599,2019-12-13
華為-Mate30Pro,三際數碼官方旗艦店,7899,1499,2019-12-13
三星-Note10,三際數碼官方旗艦店,6599,20,2019-12-13
三星-Note10-5G,三際數碼官方旗艦店,7999,245,2019-12-13
Vivo-Nex3-5G,Vivo官方旗艦店,6198,9050,2019-12-12
Vivo-Nex3,Vivo官方旗艦店,4498,1512,2019-12-12
華為-Mate30,華為官方旗艦店,4299,64000,2019-12-12
華為-Mate30Pro,華為官方旗艦店,5799,71000,2019-12-12
三星-Note10,三星官方旗艦店,6599,1086,2019-12-12
三星-Note10-5G,三星官方旗艦店,7999,13000,2019-12-12
Vivo-Nex3-5G,蘇寧易購官方旗艦店,5498,1213,2019-12-12
Vivo-Nex3,蘇寧易購官方旗艦店,4498,350,2019-12-12
華為-Mate30,蘇寧易購官方旗艦店,4299,9064,2019-12-12
三星-Note10,蘇寧易購官方旗艦店,6599,173,2019-12-12
三星-Note10-5G,蘇寧易購官方旗艦店,7999,966,2019-12-12
華為-Mate30,三際數碼官方旗艦店,4299,1443,2019-12-12
華為-Mate30Pro,三際數碼官方旗艦店,6899,1378,2019-12-12
三星-Note10,三際數碼官方旗艦店,6599,20,2019-12-12
三星-Note10-5G,三際數碼官方旗艦店,7999,245,2019-12-12
Vivo-Nex3-5G,Vivo官方旗艦店,6198,9046,2019-12-11
Vivo-Nex3,Vivo官方旗艦店,4498,1513,2019-12-11
華為-Mate30,華為官方旗艦店,4299,64000,2019-12-11
華為-Mate30Pro,華為官方旗艦店,5799,71000,2019-12-11
三星-Note10,三星官方旗艦店,6599,1086,2019-12-11
三星-Note10-5G,三星官方旗艦店,7999,13000,2019-12-11
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,1213,2019-12-11
Vivo-Nex3,蘇寧易購官方旗艦店,4498,349,2019-12-11
華為-Mate30,蘇寧易購官方旗艦店,4299,9056,2019-12-11
三星-Note10,蘇寧易購官方旗艦店,6599,174,2019-12-11
三星-Note10-5G,蘇寧易購官方旗艦店,7999,966,2019-12-11
華為-Mate30,三際數碼官方旗艦店,4299,1431,2019-12-11
華為-Mate30Pro,三際數碼官方旗艦店,5799,1372,2019-12-11
三星-Note10,三際數碼官方旗艦店,6599,20,2019-12-11
三星-Note10-5G,三際數碼官方旗艦店,7999,244,2019-12-11
Vivo-Nex3-5G,Vivo官方旗艦店,5698,9006,2019-12-10
Vivo-Nex3,Vivo官方旗艦店,4498,1507,2019-12-10
華為-Mate30,華為官方旗艦店,4299,63000,2019-12-10
華為-Mate30Pro,華為官方旗艦店,5799,71000,2019-12-10
三星-Note10,三星官方旗艦店,6599,1081,2019-12-10
三星-Note10-5G,三星官方旗艦店,7999,13000,2019-12-10
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,1202,2019-12-10
Vivo-Nex3,蘇寧易購官方旗艦店,4498,350,2019-12-10
華為-Mate30,蘇寧易購官方旗艦店,4299,9015,2019-12-10
三星-Note10,蘇寧易購官方旗艦店,6599,167,2019-12-10
三星-Note10-5G,蘇寧易購官方旗艦店,7999,962,2019-12-10
華為-Mate30,三際數碼官方旗艦店,4299,1422,2019-12-10
華為-Mate30Pro,三際數碼官方旗艦店,5799,1370,2019-12-10
三星-Note10,三際數碼官方旗艦店,6599,20,2019-12-10
三星-Note10-5G,三際數碼官方旗艦店,7999,243,2019-12-10
Vivo-Nex3-5G,Vivo官方旗艦店,5698,8961,2019-12-09
Vivo-Nex3,Vivo官方旗艦店,4498,1497,2019-12-09
華為-Mate30,華為官方旗艦店,4299,63000,2019-12-09
華為-Mate30Pro,華為官方旗艦店,5799,71000,2019-12-09
三星-Note10,三星官方旗艦店,6599,1066,2019-12-09
三星-Note10-5G,三星官方旗艦店,7999,13000,2019-12-09
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,1189,2019-12-09
Vivo-Nex3,蘇寧易購官方旗艦店,4498,348,2019-12-09
華為-Mate30,蘇寧易購官方旗艦店,4299,8977,2019-12-09
三星-Note10,蘇寧易購官方旗艦店,6599,166,2019-12-09
三星-Note10-5G,蘇寧易購官方旗艦店,7999,955,2019-12-09
華為-Mate30,三際數碼官方旗艦店,4299,1415,2019-12-09
華為-Mate30Pro,三際數碼官方旗艦店,5799,1367,2019-12-09
三星-Note10,三際數碼官方旗艦店,6599,19,2019-12-09
三星-Note10-5G,三際數碼官方旗艦店,7999,241,2019-12-09
Vivo-Nex3-5G,Vivo官方旗艦店,6198,8946,2019-12-08
Vivo-Nex3,Vivo官方旗艦店,4498,1493,2019-12-08
華為-Mate30,華為官方旗艦店,4299,63000,2019-12-08
華為-Mate30Pro,華為官方旗艦店,5799,70000,2019-12-08
三星-Note10,三星官方旗艦店,6599,1060,2019-12-08
三星-Note10-5G,三星官方旗艦店,7999,13000,2019-12-08
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,1175,2019-12-08
Vivo-Nex3,蘇寧易購官方旗艦店,4498,345,2019-12-08
華為-Mate30,蘇寧易購官方旗艦店,4299,8941,2019-12-08
三星-Note10,蘇寧易購官方旗艦店,6599,165,2019-12-08
三星-Note10-5G,蘇寧易購官方旗艦店,7999,949,2019-12-08
華為-Mate30,三際數碼官方旗艦店,4299,1414,2019-12-08
華為-Mate30Pro,三際數碼官方旗艦店,5799,1366,2019-12-08
三星-Note10,三際數碼官方旗艦店,6599,19,2019-12-08
三星-Note10-5G,三際數碼官方旗艦店,7999,241,2019-12-08
Vivo-Nex3-5G,Vivo官方旗艦店,5698,8900,2019-12-07
Vivo-Nex3,Vivo官方旗艦店,4498,1488,2019-12-07
華為-Mate30,華為官方旗艦店,4299,62000,2019-12-07
華為-Mate30Pro,華為官方旗艦店,5799,70000,2019-12-07
三星-Note10,三星官方旗艦店,6599,1052,2019-12-07
三星-Note10-5G,三星官方旗艦店,7999,13000,2019-12-07
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,1156,2019-12-07
Vivo-Nex3,蘇寧易購官方旗艦店,4498,345,2019-12-07
華為-Mate30,蘇寧易購官方旗艦店,4299,8917,2019-12-07
三星-Note10,蘇寧易購官方旗艦店,6599,163,2019-12-07
三星-Note10-5G,蘇寧易購官方旗艦店,7999,938,2019-12-07
華為-Mate30,三際數碼官方旗艦店,4299,1404,2019-12-07
華為-Mate30Pro,三際數碼官方旗艦店,5799,1362,2019-12-07
三星-Note10,三際數碼官方旗艦店,6599,19,2019-12-07
三星-Note10-5G,三際數碼官方旗艦店,7999,240,2019-12-07
Vivo-Nex3-5G,Vivo官方旗艦店,5698,8875,2019-12-06
Vivo-Nex3,Vivo官方旗艦店,4498,1483,2019-12-06
華為-Mate30,華為官方旗艦店,4299,62000,2019-12-06
華為-Mate30Pro,華為官方旗艦店,5799,70000,2019-12-06
三星-Note10,三星官方旗艦店,6599,1048,2019-12-06
三星-Note10-5G,三星官方旗艦店,7999,13000,2019-12-06
Vivo-Nex3-5G,蘇寧易購官方旗艦店,5698,1146,2019-12-06
Vivo-Nex3,蘇寧易購官方旗艦店,4498,345,2019-12-06
華為-Mate30,蘇寧易購官方旗艦店,4299,8878,2019-12-06
三星-Note10,蘇寧易購官方旗艦店,6599,161,2019-12-06
三星-Note10-5G,蘇寧易購官方旗艦店,7999,925,2019-12-06
華為-Mate30,三際數碼官方旗艦店,4299,1396,2019-12-06
華為-Mate30Pro,三際數碼官方旗艦店,5799,1362,2019-12-06
三星-Note10,三際數碼官方旗艦店,6599,19,2019-12-06
三星-Note10-5G,三際數碼官方旗艦店,7999,238,2019-12-06
Vivo-Nex3-5G,Vivo官方旗艦店,5698,8854,2019-12-05
Vivo-Nex3,Vivo官方旗艦店,4498,1475,2019-12-05
華為-Mate30,華為官方旗艦店,4299,62000,2019-12-05
華為-Mate30Pro,華為官方旗艦店,5799,70000,2019-12-05
三星-Note10,三星官方旗艦店,6599,1042,2019-12-05
三星-Note10-5G,三星官方旗艦店,7999,13000,2019-12-05
Vivo-Nex3-5G,蘇寧易購官方旗艦店,5698,1138,2019-12-05
Vivo-Nex3,蘇寧易購官方旗艦店,4498,340,2019-12-05
華為-Mate30,蘇寧易購官方旗艦店,4299,8832,2019-12-05
三星-Note10,蘇寧易購官方旗艦店,6599,161,2019-12-05
三星-Note10-5G,蘇寧易購官方旗艦店,7999,922,2019-12-05
華為-Mate30,三際數碼官方旗艦店,4299,1384,2019-12-05
華為-Mate30Pro,三際數碼官方旗艦店,5799,1355,2019-12-05
三星-Note10,三際數碼官方旗艦店,6599,19,2019-12-05
三星-Note10-5G,三際數碼官方旗艦店,7999,238,2019-12-05
Vivo-Nex3-5G,Vivo官方旗艦店,5698,8833,2019-12-04
Vivo-Nex3,Vivo官方旗艦店,4498,1469,2019-12-04
華為-Mate30,華為官方旗艦店,4299,62000,2019-12-04
華為-Mate30Pro,華為官方旗艦店,5799,70000,2019-12-04
三星-Note10,三星官方旗艦店,6599,1032,2019-12-04
三星-Note10-5G,三星官方旗艦店,7999,13000,2019-12-04
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,1117,2019-12-04
Vivo-Nex3,蘇寧易購官方旗艦店,4498,337,2019-12-04
華為-Mate30,蘇寧易購官方旗艦店,4299,8785,2019-12-04
三星-Note10,蘇寧易購官方旗艦店,6599,159,2019-12-04
三星-Note10-5G,蘇寧易購官方旗艦店,7999,918,2019-12-04
華為-Mate30,三際數碼官方旗艦店,4299,1384,2019-12-04
華為-Mate30Pro,三際數碼官方旗艦店,5799,1351,2019-12-04
三星-Note10,三際數碼官方旗艦店,6599,19,2019-12-04
三星-Note10-5G,三際數碼官方旗艦店,7999,238,2019-12-04
Vivo-Nex3-5G,Vivo官方旗艦店,5698,8800,2019-12-03
Vivo-Nex3,Vivo官方旗艦店,4498,1458,2019-12-03
華為-Mate30,華為官方旗艦店,4299,61000,2019-12-03
華為-Mate30Pro,華為官方旗艦店,6299,70000,2019-12-03
三星-Note10,三星官方旗艦店,6599,1024,2019-12-03
三星-Note10-5G,三星官方旗艦店,7999,13000,2019-12-03
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,1096,2019-12-03
Vivo-Nex3,蘇寧易購官方旗艦店,4498,335,2019-12-03
華為-Mate30,蘇寧易購官方旗艦店,4299,8729,2019-12-03
三星-Note10,蘇寧易購官方旗艦店,6599,155,2019-12-03
三星-Note10-5G,蘇寧易購官方旗艦店,7999,906,2019-12-03
華為-Mate30,三際數碼官方旗艦店,4299,1371,2019-12-03
華為-Mate30Pro,三際數碼官方旗艦店,5799,1347,2019-12-03
三星-Note10,三際數碼官方旗艦店,6599,18,2019-12-03
三星-Note10-5G,三際數碼官方旗艦店,7999,236,2019-12-03
Vivo-Nex3-5G,Vivo官方旗艦店,5698,8765,2019-12-02
Vivo-Nex3,Vivo官方旗艦店,4498,1445,2019-12-02
華為-Mate30,華為官方旗艦店,4299,61000,2019-12-02
華為-Mate30Pro,華為官方旗艦店,6299,69000,2019-12-02
三星-Note10,三星官方旗艦店,6599,1017,2019-12-02
三星-Note10-5G,三星官方旗艦店,7999,13000,2019-12-02
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,1081,2019-12-02
Vivo-Nex3,蘇寧易購官方旗艦店,4498,332,2019-12-02
華為-Mate30,蘇寧易購官方旗艦店,4299,8660,2019-12-02
三星-Note10,蘇寧易購官方旗艦店,6599,152,2019-12-02
三星-Note10-5G,蘇寧易購官方旗艦店,7999,895,2019-12-02
華為-Mate30,三際數碼官方旗艦店,4299,1366,2019-12-02
華為-Mate30Pro,三際數碼官方旗艦店,5799,1340,2019-12-02
三星-Note10,三際數碼官方旗艦店,6599,18,2019-12-02
三星-Note10-5G,三際數碼官方旗艦店,7999,236,2019-12-02
Vivo-Nex3-5G,Vivo官方旗艦店,5698,8734,2019-12-01
Vivo-Nex3,Vivo官方旗艦店,4498,1434,2019-12-01
華為-Mate30,華為官方旗艦店,4299,60000,2019-12-01
華為-Mate30Pro,華為官方旗艦店,5799,69000,2019-12-01
三星-Note10,三星官方旗艦店,6599,1009,2019-12-01
三星-Note10-5G,三星官方旗艦店,7999,13000,2019-12-01
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,1055,2019-12-01
Vivo-Nex3,蘇寧易購官方旗艦店,4498,331,2019-12-01
華為-Mate30,蘇寧易購官方旗艦店,4299,8580,2019-12-01
三星-Note10,蘇寧易購官方旗艦店,6599,153,2019-12-01
三星-Note10-5G,蘇寧易購官方旗艦店,7999,893,2019-12-01
華為-Mate30,三際數碼官方旗艦店,4299,1353,2019-12-01
華為-Mate30Pro,三際數碼官方旗艦店,5799,1336,2019-12-01
三星-Note10,三際數碼官方旗艦店,6599,18,2019-12-01
三星-Note10-5G,三際數碼官方旗艦店,7999,235,2019-12-01
Vivo-Nex3-5G,Vivo官方旗艦店,5698,8705,2019-11-30
Vivo-Nex3,Vivo官方旗艦店,4498,1429,2019-11-30
華為-Mate30,華為官方旗艦店,4299,60000,2019-11-30
華為-Mate30Pro,華為官方旗艦店,5799,69000,2019-11-30
三星-Note10,三星官方旗艦店,6599,1001,2019-11-30
三星-Note10-5G,三星官方旗艦店,7999,12000,2019-11-30
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,1036,2019-11-30
Vivo-Nex3,蘇寧易購官方旗艦店,4498,329,2019-11-30
華為-Mate30,蘇寧易購官方旗艦店,4299,8501,2019-11-30
三星-Note10,蘇寧易購官方旗艦店,6599,150,2019-11-30
